startingAirport,destinationAirport,flight_day_of_week,w1
PHL,LGA,3,-30.224544115788667
PHL,LGA,4,27.16800807031764
PHL,LGA,5,57.040645170056585
PHL,LGA,6,73.95837321178676
PHL,MIA,0,-1.8462913412691333
PHL,MIA,1,-80.58680011833522
PHL,MIA,2,-40.06127639350438
PHL,MIA,3,42.28358963917057
PHL,MIA,4,67.30779706813732
PHL,MIA,5,-19.196141607584284
PHL,MIA,6,32.09912275466175
PHL,OAK,0,46.77690594676762
PHL,OAK,1,-51.86284952502332
PHL,OAK,2,-63.325579771117916
PHL,OAK,3,1.101691990826146
PHL,OAK,4,15.699307133002884
PHL,OAK,5,-40.72350120866743
PHL,OAK,6,92.33402543577618
PHL,ORD,0,19.720644922949575
PHL,ORD,1,-39.11327239919685
PHL,ORD,2,-37.56883804798409
PHL,ORD,3,14.003549507825563
PHL,ORD,4,35.594545736667925
PHL,ORD,5,-26.187657594030938
PHL,ORD,6,33.55102787472071
PHL,SFO,0,47.97484416892301
PHL,SFO,1,-53.72800040243728
PHL,SFO,2,-51.15856580261452
PHL,SFO,3,0.8842683997787343
PHL,SFO,4,-8.517645339135942
PHL,SFO,5,-33.11452848063528
PHL,SFO,6,97.65962745753977
SFO,ATL,0,-27.11283630344097
SFO,ATL,1,-61.96553241283542
SFO,ATL,2,-20.801190651044816
SFO,ATL,3,26.30481421388663
SFO,ATL,4,36.99019901525219
SFO,ATL,5,3.7927886791119
SFO,ATL,6,42.791757459867235
SFO,BOS,0,-22.40208059986821
SFO,BOS,1,-80.16682400430162
SFO,BOS,2,-56.59883652788862
SFO,BOS,3,21.63042462432309
SFO,BOS,4,50.46107361595879
SFO,BOS,5,10.612794924234354
SFO,BOS,6,76.46344796874675
SFO,CLT,0,-33.571276644288844
SFO,CLT,1,-67.83360339234996
SFO,CLT,2,-25.264090389041883
SFO,CLT,3,45.26282955196994
SFO,CLT,4,33.73259298716109
SFO,CLT,5,-12.309654213958197
SFO,CLT,6,59.98320210168355
SFO,DEN,0,-6.424234735024907
SFO,DEN,1,-53.06819301122999
SFO,DEN,2,-39.48779535822328
SFO,DEN,3,27.728120740650127
SFO,DEN,4,29.927376113891484
SFO,DEN,5,-13.959913907019851
SFO,DEN,6,55.28464015801181
SFO,DFW,0,23.308866997766994
SFO,DFW,1,-50.84066847537026
SFO,DFW,2,-49.93998277582885
SFO,DFW,3,6.576930729288533
SFO,DFW,4,28.35986487265344
SFO,DFW,5,-13.131596044390296
SFO,DFW,6,55.66658469686923
SFO,DTW,0,-25.459401747367714
SFO,DTW,1,-59.49133497687835
SFO,DTW,2,-29.05839460806536
SFO,DTW,3,36.79549684220978
SFO,DTW,4,21.071340990804252
SFO,DTW,5,9.714482178970371
SFO,DTW,6,46.42781132115111
SFO,EWR,0,2.9994717845083825
SFO,EWR,1,-66.87144727163927
SFO,EWR,2,-38.38661463384879
SFO,EWR,3,7.323861726050495
SFO,EWR,4,20.989983127571872
SFO,EWR,5,4.441105585578301
SFO,EWR,6,69.50363968270493
SFO,IAD,0,-19.566777445081936
SFO,IAD,1,-73.32235126884794
SFO,IAD,2,-49.94126869031515
SFO,IAD,3,38.53722478482808
SFO,IAD,4,35.47458042028706
SFO,IAD,5,-6.87440446761632
SFO,IAD,6,75.692996668057
SFO,JFK,0,10.899934424698529
SFO,JFK,1,-73.61266580150965
SFO,JFK,2,-64.04613420228127
SFO,JFK,3,-3.9591466230250583
SFO,JFK,4,17.728116258478657
SFO,JFK,5,20.723323137079596
SFO,JFK,6,92.26657280758442
SFO,LAX,0,-16.681902116870873
SFO,LAX,1,-51.79817121662262
SFO,LAX,2,-35.269952123057436
SFO,LAX,3,26.47349826551236
SFO,LAX,4,55.79899373830837
SFO,LAX,5,-10.519168241760994
SFO,LAX,6,31.996701695457784
SFO,LGA,0,-11.94942381223786
SFO,LGA,1,-73.57337586487763
SFO,LGA,2,-51.48131850129998
SFO,LGA,3,11.812617024836701
SFO,LGA,4,40.52420258081851
SFO,LGA,5,14.176778681498543
SFO,LGA,6,70.49051989226732
SFO,MIA,0,-37.2682041695904
SFO,MIA,1,-67.97280745247474
SFO,MIA,2,-19.598264732270454
SFO,MIA,3,60.0990924570435
SFO,MIA,4,45.484683515609014
SFO,MIA,5,-6.369111536183129
SFO,MIA,6,25.62461191873673
SFO,OAK,0,-10.790406632728056
SFO,OAK,1,-48.061584844373094
SFO,OAK,2,-43.98942146628733
SFO,OAK,3,3.1355417321583032
SFO,OAK,4,47.08212431066753
SFO,OAK,5,0.6701619583485933
SFO,OAK,6,51.953584943156
SFO,ORD,0,-13.314907830162886
SFO,ORD,1,-57.135055919465614
SFO,ORD,2,-27.0439356847429
SFO,ORD,3,40.88879770658245
SFO,ORD,4,39.90900105751114
SFO,ORD,5,-24.987345097039455
SFO,ORD,6,41.68344576840509
SFO,PHL,0,-15.854421278943013
SFO,PHL,1,-82.59735454015369
SFO,PHL,2,-35.405662490581754
SFO,PHL,3,36.58686616480602
SFO,PHL,4,44.67015013851973
SFO,PHL,5,-28.664545157980008
SFO,PHL,6,81.26496716594055
